text,binary,multiclass
he llegado demasiado temprano a clase y estoy sentada fuera esperando a que dé la hora pq me da cosita entrar tan temprano  😹,Not Hope,Not Hope
"#USER# Justo, por eso es importante visibilizar y educar sobre estos y muchos otros temas que han sido retratados de formas tan distorsionadas. Porque la gente está deseando buscar ""monstruos"" para no internalizar la idea de que cualquier persona es capaz de hacer daño",Not Hope,Not Hope
"/... que no es estadounidense, es mundial. Cree usted que todo el mundo encontraría la panacea en la economía comunista? y cuánto nos costará en ese caso? LOL Un 9 x 6?? Yo creo que más. Lo que usted dice, y tiene razón, podemos verlo a simple vista, .../",Not Hope,Not Hope
#USER# A mi me sigue saliendo un poco negro creo q voy a morir,Hope,Unrealistic Hope
"RT #USER# gente acá les dejo un pedacito de la entrevista que me hicieron, traté de no ponerme nervioso pero creo que lo hice bien",Not Hope,Not Hope
Pasan los minutos y sigo esperando que el banco me atienda #URL#,Hope,Realistic Hope
"#USER# #USER# De mi parte nunca vi a pambisitos yendo a desearle la muerte a youtubers por decir cosas de sus streamers, cosas normales obviamente, ya te dijo yo que si mañana algun streamer dijiera que dalas fuera un falso no habria casi NADIE del fandom de dalas que le desearia la muerte +",Not Hope,Not Hope
Me encantaría que fuera solo un sueño malo y despertarme y que todo esté bien 💔,Hope,Unrealistic Hope
"#USER# ¡Buah! Lo estaba deseando desde hace años, y gracias a un buen amigo conseguimos entrar hoy. Y es que solo hay un par de veces al año que se organizan visitas. Hemos tenido muchísima suerte.",Hope,Generalized Hope
"Ni la herida más fuerte hizo que cambie lo que soy, deseando lo mejor con la frente en alto. #URL#",Hope,Generalized Hope
Presentación Chirigota Las Santitas. ¿Cómo se puede tener tanto arte en un cuerpo tan pequeño? Son geniales y ojalá y sigan participando en la modalidad hasta llegar a la categoría de adultos. ¡Azúcar! https://t.co/sHCSu6X0kz,Hope,Realistic Hope
Espere todo el día para este momento. Estar acostada mirando the walking dead,Hope,Unrealistic Hope
#USER# Bueno me alegro que recapacites. Pero espero que no sea cuestión de esperar al siguiente posible meme. Un saludo,Hope,Generalized Hope
"#USER# Ayer vi el capítulo y terminé en tensión, pasa rápido el tiempo, esperando ver el segundo ☺️ #AdımFarah",Hope,Generalized Hope
"RT #USER# Tremenda MIERDA de tostadora me he comprado, deseando meter otra vez el cuchillito para ir a por otra.",Not Hope,Not Hope
"la época de titanes vs héroes fue oro puro, ahorita todo está súper aburrido #URL#",Not Hope,Not Hope
#USER# q bueno amiga cata yo con sueño amiga cata,Hope,Generalized Hope
"Soy una persona que cualquier desearía tener en su vida, linda, inteligente, preparada y con el corazón más noble❤",Not Hope,Not Hope
Localidad de Agua de Oro → restricción del servicio por falla en las instalaciones de la Cooperativa Agua de Oro. Informamos al normalizar.,Not Hope,Not Hope
#USER# ❤️ Yo estoy deseando verlo de Paul Atreides en la segunda parte de Dune,Hope,Realistic Hope
ojalá no volver a pisar el ust luego de la defensa,Hope,Realistic Hope
en estos momentos desearía ser hija de luis r conriquez no aguanto mas,Not Hope,Not Hope
Mañana también voy a esperar mi desayuno sorpresa x el día de la mujer..fin del comunicado 🥰🥰,Hope,Generalized Hope
Ojala algun dia nuestros politicos tengan los huevos de regular las casas de apuesta y todo el tema de la publicidad que tienen. #URL#,Hope,Unrealistic Hope
El hombre (Manuel)  pegándose una panzá de correr para ver a su novia (Lidia) y ella esperando tan tranquila tras el cristal ¿así queréis la igualdad las mujeres ?  #LaIslaDeLasTentaciones #yoveosalvame #Supervivientes2023 Moveros un poco,Not Hope,Not Hope
"#USER# esperé demasiado tiempo,  la plata a mi hija no se la devolvieron.  Lo que me lleve mañana acciono legalmente con todas las pruebas que tengo y el mes que pasó solamente de mentiras! Juegan muy sucio!  No aviso más,  ahora actúo!",Not Hope,Not Hope
Acelerar por tu vida cuando te persiguen unos tipos es una sensación que no le deseo a nadie,Not Hope,Not Hope
Buen día amig@s !!!! Esperando que el universo le de otra oportunidad a mi amiga 🙏🙏 #MarDelPlata #historiasdeltaxi #soyrolando #URL#,Hope,Generalized Hope
Rece con más fuerza y prenda incienso. Espere su turno también. Tengo más de un drama entre manos que resolver. #URL#,Hope,Generalized Hope
"Menos un ''Te felcito mi hija, te felicito""🥺 y de vd en el cora pq no espere esa reacción 🥺❤️",Hope,Generalized Hope
Deseo con todo mi ser cortarme mi cabellito chiquititito peeeeeero lo único que me detiene es mi boda y lo muchísimo que mi cabello tarda en crecer jajaja,Hope,Unrealistic Hope
Como ansío estar otra vez en un aeropuerto 🥰 pronto ♥️,Hope,Unrealistic Hope
"tomando un café , viendo una película , con vos , lo anhelo #URL#",Hope,Generalized Hope
"Estábamos en una tienda y mi madre se ha quedado mirando una estantería y le pregunta a la chica: +oye eso de la bolsa qué es? 😄 -Pues es un pack que lleva el Corán, una alfombra para rezar y un vestido!1!! + ªªªh pues está bonico",Not Hope,Not Hope
"Esperanza Martínez, #USER# 40, Opción 4  Para quienes están buscando una opción progresista para el senado, creemos que la Dra. Esperanza Martínez es la mejor elección. De sobrada trayectoria como senadora y una aplaudida gestión al frente del Ministerio de salud, #URL#",Not Hope,Not Hope
"#USER# Ojala y que de llenar la plaza saques un ""Hueso"", porque de este gobierno y el siguiente no sacaras nada en siete años y seis meses.",Hope,Unrealistic Hope
"#USER# me parece increíble qu3 haya una sección solo para chili y thanks, le rezo por cierto, ¿me pasas el link? porfis 🤗",Not Hope,Not Hope
"Espera con actitud, ten paciencia, mantén impecable la esperanza, que de los momentos duros, nacen personas fuertes. #URL#",Hope,Generalized Hope
Rezo de la Tercera Estación frente a la Ventana de Nto. Padre Jesús de la Salud y Buen Viaje.  #ViacrucisSanEsteban #SaludyBuenViaje #SanEsteban #URL#,Not Hope,Not Hope
"Hay que volver a esa senda cuanto antes, salvar la temporada como buenamente se pueda, y rezar mucho, hasta aquí mi opinión del tema, a ustede.",Hope,Generalized Hope
#USER# Quizás jajaja en realidad me sorprenden la gran cantidad de Swifties en Argentina nunca me lo espere jajjajaja,Not Hope,Not Hope
RT #USER# da igual cuantas horas duerma siempre tengo sueño,Not Hope,Not Hope
a 15m de promise en Spotify yo espere toda mi vida para que esto pasara,Hope,Unrealistic Hope
"#USER# Espere q creo q no estamos hablando de lo mismo, llegue a la side",Not Hope,Not Hope
"#USER# La confianza, el respeto, el cariño, luego el amor y el broche de oro la entrega que culmina con el acto sexual...en ese orden. Luego esta la otra forma y es solo pasión y sexo nada más.",Not Hope,Not Hope
"Otra gran temporada de carreras está a punto de comenzar e IVECO estará junto a Ferrari GT Sporting Activities 🏎️🙌Compartimos éxitos, objetivos y emociones que ambos estamos deseando volver a vivir. Veremos qué ocurre... y no os preocupéis: ¡va a ser genial! 😜🏁 #USER# #URL#",Hope,Generalized Hope
Hemos empezado las clases de preparación al parto y estoy gratamente sorprendido de la perspectiva evolutiva que se ha introducido en éstas. Ojalá consigamos integrar esa perspectiva también para los adultos.,Hope,Realistic Hope
"#USER# Queda hacerlos ganar y que se vaya todo al tacho. Pero no me parece. Creo que hay que purgar el país. Y al que no tira padelante, deportarlo a Cuba y banearlo de por vida a a él y toda su descendencia.",Not Hope,Not Hope
"#USER# #USER# Si creo que favorecen a uno. Es una obviedad, preparan el auto siempre pensando en su estrella.",Not Hope,Not Hope
Ojalá algún día le toque a nmixx hacer un comeback en paz😭 #URL#,Hope,Generalized Hope
#USER# queda una pequeña esperanza de q cambien algo o muy inocente? 😂,Not Hope,Not Hope
"Hoy me tocó rezar un misterio en un rosario que le hacían a mi compañera fallecida, todo normal hasta que se convirtió en una lucha de señoras exorcistas rezando a nivel rap y yo no me dejé intimidar porque yo me aprendí esos rezos a los coñazos.",Not Hope,Not Hope
#USER# Habra q rezar al diablo entonces para que traiga mas manjares como el monster,Not Hope,Not Hope
"Se ve como se enoja, todo lo que dice es algo que le quita el sueño al presidente del #USER# Nada como el video de la evidencia. #URL#",Not Hope,Not Hope
"#USER# #USER# Votaban por ellos porque les prometían un cambio. Les prometían seguridad, educación y trabajo. Pero una vez en el poder, los verdugos solo les daban miseria, hambre y represión. La esperanza se convertía en desesperación. No hay peor ciego que el que no quiere ver.",Not Hope,Not Hope
"
    Parte de la historia un poco anterior muestra que Clinton no estaba tan preocupado por Bin Laden. En 1996, la CIA había localizado a Bin Laden en un rancho en Afganistán. Solo necesitaban el permiso de la Casa Blanca de Clinton (no del Congreso) para hacerlo volar en pedazos - estaba en medio de la nada. Un funcionario de los ""Emiratos Árabes Unidos"" estaba con él, esa fue la excusa de Clinton para no hacerlo. ¿Qué pensaba que estaban haciendo, galletas, o se le ocurrió que tal vez no estaban tramando nada bueno? 
¡Muchas gracias, William Jefferson Clinton!",Not Hope,Sarcasm
en realidad estoy deseando que matt lea el rol de ceniza uwu,Hope,Realistic Hope
"""La peor parte de la vida es esperar. La mejor parte de la vida es tener a alguien que vale la pena esperar"" #Merida",Hope,Unrealistic Hope
"RT #USER# Me pone tan triste que las personas no actúen como lo haría yo, ojalá algún día me dejen de afectar estas cosas",Hope,Generalized Hope
Recuerdo aquellos tiempos donde yo vivía metido en Facebook escribiendo en el muro de todo aquel que cumplia año deseando aquellas cosas  🤭 que loquito era de verdad,Not Hope,Not Hope
"#USER# Su, lamento lo sucedido, pero deseo que ya esté todo mejor y que, cualquier cosa en la que pueda apoyarte.",Hope,Generalized Hope
RT #USER# #USER# Ojalá hoy diga 4 verdades a GF!!!!!,Hope,Realistic Hope
#USER# #USER# #USER# Tan tiernos🥰🥰🥰y tanto tiempo esperando que los junten de nuevo 😣,Not Hope,Not Hope
"#USER# Me encantan estos espacios espacios. Deseando que llegue el siguiente. Gracias a Juan, a todos los que habéis participado y a Carlos por moderarlo tan bien.",Hope,Generalized Hope
"k momentos cuando te respondía los tontos de tu clase al post k subías de feminismo y gastabas horas de tu vida en explicar a su media neurona de orangután k las feminazis no existían, ahora recurro más al “si odio a los hombres, ojalá os encierren a todos” y vivo más tranquila #URL#",Not Hope,Not Hope
mis días favoritos son cuando no tengo que trabajar y lo único que tengo que hacer es esperar que sea de noche para salir a comer y ser bonita,Not Hope,Not Hope
"Claro, lanzaste un comentario muy inteligente mientras ignorabas todos los problemas. Muy típico de ti. Parece que estarías más cómodo en una página de blogs que en un foro, especialmente en un blog sin espacio para respuestas de los lectores.",Hope,Sarcasm
jimin cómo modelo lo mejor que nos pasó gracias no saben cuánto esperé éste momento es hermoso precioso divino,Hope,Generalized Hope
"#USER# Que clase de bastardo es este que en sus primeras 3 frases mandaría a su hijo estudiar, rezar y vender. Fachos. Por eso en la primera clase de derecho lo primero y único que preguntan los cuicos qls al profesor es sucesión y divorcio: ¿cuánto me toca?",Not Hope,Not Hope
"Se viene la nueva dizi de #USER# ... Ya estoy deseando que vayan al set y empezar a ver las primeras imágenes, se viene enorme actuación para disfrutar 👏🏼✊🏼💪🏼🍀🤞🏼🥰 #BurakDeniz #HandeErçel #İkiYabancı #URL#",Not Hope,Not Hope
esperé tanto por eda y serkan y seguro el lunes me olvido de verla,Not Hope,Not Hope
"RT #USER# como desearía ser delgada , solucionaría mis problemas?",Not Hope,Not Hope
"Ojalá una comunidad preciosa los reciba de brazos abiertos a todos. Les deseo lo mejor, de corazón, cuídense muchísimo.",Hope,Generalized Hope
"RT #USER# Vamos todavía, hay esperanza para nuestro querido país. Basta de casta!",Hope,Generalized Hope
"#USER# Rondon, exadeco quien sabe que gracias al manejo del petróleo por parte de PDVSA dentro del criterio de empresa privada fue como pudo convertirse en una de las empresas petroleras más grandes y productivas del mundo, espere que sea el sector público actual la reflote, por favor!",Not Hope,Not Hope
"RT #USER# Ya quiero, lo anhelo, lo deseo, lo tendreeeeee ✨✨✨✨",Hope,Generalized Hope
"#USER# Parafraseando a GOT: Hell is coming... En menos de un mes estaré deseando emigrar a Islandia o más al norte, si cabe. Y claro que cabe...",Not Hope,Not Hope
RT #USER# Lfelfla f tajine esperando a que te topes con ella #URL#,Not Hope,Not Hope
"#USER# Lo creas o no ahí radica tu perfección, en tu verdadero ser, y ansío poder conocerlo excelente día hermosa.",Hope,Generalized Hope
por favor que hermosa la voz de Emilia en uno los dos 🛐🛐🛐🛐le rezo,Hope,Generalized Hope
"
        @majornelson Suena como un firme candidato para Juego del Año.",Hope,Sarcasm
"#USER# #USER# Así será,  espero poder ingresar en 2023-2 a la carrera que anhelo! Muchas felicidades por su hijo!!!",Hope,Realistic Hope
"#USER# #USER# Estimado Luis. El sesgo experimental que tenemos en base a conocer a quienes hoy componen el comité de expertos, está provocando que nos ceguemos y dividamos. Lo lógico y prudente sería ganar en los electos y esperar el texto definitivo.",Not Hope,Not Hope
"Toda cosa que anhelo no tener es que me pasa, Jesus, hasta cuando, señor?",Hope,Unrealistic Hope
"se imaginan una foto de nati, becky, y camila juntas en la boda lele rezo para que eso suceda",Hope,Generalized Hope
"Exactamente, porque no se trata solo de 'su cuerpo'. Lo que ella hace (la fumadora) afecta a otras personas. Gracias por no entender el punto.",Not Hope,Sarcasm
Necesito com urgencia que ya sea viernes. No puedo esperar más para escuchar todo el nuevo álbum de Miley y además ver los backyard sessions y tener el nuevo sencillo y el video de River.  Gracias Miley por tanto. 🫶🏻,Hope,Realistic Hope
#USER# El gobierno que califica con dureza las protestas en Colombia ya no está.  No son secuestradores los indígenas colombianos. Ojalá pensará igual que con la Primera Línea https://t.co/oiiIpoJrUD,Hope,Generalized Hope
y lo mismo deseo de todo 😭 me odio lpm #URL#,Not Hope,Not Hope
"Si rezáis el oficio divino antiguo, recordad que mañana podéis rezar el oficio de S. Tomás de Aquino con conmemoración de la feria de cuaresma en laudes y vísperas.",Not Hope,Not Hope
